index,icme_plasma_field_start_ut,icme_plasma_field_end_ut,MO_datestart,shock,MOclass,meanB,meanVsw,Vexp,save_name,DST,DST_note,DiP
313,2013-07-12 16:43:00,2013-07-14 23:31:12,2013-07-12T20:24:00.000Z,True,Cx,11.8908795144,420.9141503639,68.8355034006,WI_20130712_193,-81.0,,
314,2013-09-01 06:14:00,2013-09-02 01:56:12,2013-09-01T13:55:00.000Z,False,Fr,3.8643268454,486.8656355403,54.888687385,WI_20130901_244,-30.0,,
315,2013-10-02 01:15:00,2013-10-02 21:35:00,2013-10-02T15:35:00.000Z,True,E,5.7553499248,593.7092858727,12.1243078518,WI_20131002_275,-72.0,,
316,2013-10-03 00:00:00,2013-10-03 14:52:12,2013-10-03T00:00:00.000Z,False,Fr,8.0120765793,487.9375721746,50.527741151,WI_20131003_276,-53.0,,
317,2013-10-30 18:14:00,2013-10-31 05:30:48,2013-10-30T18:14:00.000Z,True,Fr,8.8775628035,340.827864576,9.938772237,WI_20131030_303,-47.0,,
318,2013-11-08 21:07:00,2013-11-09 06:14:00,2013-11-08T23:59:00.000Z,False,Fr,12.7230709089,410.5630221548,-6.5544858339,WI_20131108_312,-80.0,SA,
319,2013-11-23 00:14:00,2013-11-23 15:35:00,2013-11-23T04:47:00.000Z,False,Fr,8.600686999,356.2896863152,-3.8283857664,WI_20131123_327,-27.0,,
320,2013-11-30 20:23:00,2013-12-03 03:21:00,2013-12-01T04:48:00.000Z,False,Cx,8.7389219714,442.386037372,68.4110869799,WI_20131130_334,-22.0,,
321,2013-12-08 07:31:00,2013-12-09 02:09:12,2013-12-08T16:47:00.000Z,True,F-,5.0242686774,552.9291581128,26.6573961859,WI_20131208_342,-66.0,,
322,2013-12-14 16:47:00,2013-12-16 05:30:48,2013-12-15T16:47:00.000Z,False,Fr,7.2734057713,460.3474650368,6.0807088492,WI_20131214_348,-38.0,,
323,2013-12-24 20:36:00,2013-12-25 17:59:00,2013-12-25T04:47:00.000Z,False,F+,10.5558688993,299.6635453057,24.0771347653,WI_20131224_358,-35.0,,
324,2014-02-05 12:50:00,2014-02-07 16:03:48,2014-02-06T02:23:00.000Z,False,E,6.2497693731,368.6972232584,38.9956179539,WI_20140205_036,-31.0,,
325,2014-02-15 12:46:00,2014-02-16 14:23:48,2014-02-16T00:43:00.000Z,True,Fr,14.5104139992,389.0999055679,23.1206150994,WI_20140215_046,-24.0,,
326,2014-02-18 05:59:00,2014-02-19 09:35:12,2014-02-18T15:07:00.000Z,False,Fr,11.2180946125,420.6240058565,-36.3088680744,WI_20140218_049,-119.0,,
327,2014-02-19 03:09:00,2014-02-20 02:37:48,2014-02-19T03:09:00.000Z,True,Cx,11.9134415633,495.8004548389,-37.928368956,WI_20140219_050,-119.0,,
328,2014-04-05 09:58:00,2014-04-07 14:24:00,2014-04-05T22:18:00.000Z,False,Fr,11.9200669619,369.6344172157,33.8291502323,WI_20140405_095,-15.0,,
329,2014-04-11 06:57:00,2014-04-12 20:52:12,2014-04-11T06:57:00.000Z,False,F+,9.1095045864,350.8560815826,25.0100546332,WI_20140411_101,-87.0,,
330,2014-04-20 10:20:00,2014-04-22 06:12:48,2014-04-21T07:41:00.000Z,True,Fr,5.6912067231,552.406881492,42.5239097025,WI_20140420_110,-32.0,,
331,2014-04-29 19:11:00,2014-04-30 16:33:12,2014-04-29T19:11:00.000Z,False,Fr,8.8067955544,302.8937643173,-5.6579596224,WI_20140429_119,-67.0,,
332,2014-06-07 16:30:00,2014-06-10 16:46:47,2014-06-08T19:12:00.000Z,True,Cx,4.424504567,488.855804368,105.2464685109,WI_20140607_158,-37.0,,
333,2014-06-22 18:28:00,2014-06-23 22:04:00,2014-06-22T18:28:00.000Z,False,F-,2.9025203836,357.8712380531,28.0458265445,WI_20140622_173,-15.0,,
334,2014-06-29 16:47:00,2014-06-30 11:15:48,2014-06-29T20:53:00.000Z,False,Fr,8.5471527076,347.0163987305,22.9706402056,WI_20140629_180,-5.0,,
335,2014-07-02 23:48:00,2014-07-03 11:59:48,2014-07-03T03:07:00.000Z,True,F-,6.357936856,333.052637065,18.3028396091,WI_20140702_183,-15.0,,
336,2014-08-19 05:49:00,2014-08-21 19:09:48,2014-08-19T17:59:00.000Z,True,F+,13.9239336303,348.9769583706,39.4736047093,WI_20140819_231,-30.0,,
337,2014-08-26 02:40:00,2014-08-27 21:49:00,2014-08-27T03:07:00.000Z,False,Fr,13.1662487146,308.1598926231,-16.043208438,WI_20140826_238,-79.0,,
338,2014-09-12 15:17:00,2014-09-14 11:38:48,2014-09-12T21:22:00.000Z,True,F-,17.5662337314,594.4937075101,139.361819839,WI_20140912_255,-88.0,,
339,2015-01-07 05:38:00,2015-01-07 21:07:00,2015-01-07T06:28:00.000Z,True,F+,17.5745735234,451.0466676391,15.4752320856,WI_20150107_007,-107.0,,
340,2015-03-28 03:36:00,2015-03-29 14:24:00,2015-03-28T11:45:00.000Z,False,Fr,12.039250335,392.4107754119,41.7402094355,WI_20150328_087,-46.0,,
341,2015-03-31 07:32:00,2015-04-01 09:49:48,2015-03-31T17:57:00.000Z,True,F-,12.3426091133,404.0601878107,-3.2131235541,WI_20150331_090,-19.0,,
342,2015-04-09 09:09:00,2015-04-11 09:36:11,2015-04-09T23:02:00.000Z,True,Cx,15.2350970866,391.7199007088,40.1964145572,WI_20150409_099,-85.0,,
343,2015-05-06 00:56:00,2015-05-07 14:22:47,2015-05-06T16:48:00.000Z,True,F-,12.8878689059,421.293297617,18.3455963051,WI_20150506_126,-35.0,,
344,2015-05-08 02:52:00,2015-05-09 10:33:48,2015-05-08T07:11:00.000Z,False,F-,6.5159101853,382.8643993337,-8.6259186546,WI_20150508_128,-15.0,,
345,2015-05-10 08:23:00,2015-05-11 04:47:00,2015-05-10T11:59:00.000Z,False,F+,11.0278996989,358.6761881812,19.9626102057,WI_20150510_130,-57.0,,
346,2015-06-22 18:07:00,2015-06-24 13:03:12,2015-06-23T02:23:00.000Z,True,Cx,10.6799732393,597.9943284936,67.9438748262,WI_20150622_173,-198.0,,
347,2015-09-07 13:05:00,2015-09-09 14:52:00,2015-09-07T23:31:00.000Z,True,F+,14.7399387091,468.2430672462,83.9430245624,WI_20150907_250,-105.0,,
348,2015-10-06 21:35:00,2015-10-07 10:03:48,2015-10-06T21:35:00.000Z,False,Fr,14.5107030939,424.7938053277,-41.0954332514,WI_20151006_279,-101.0,,
349,2015-10-24 17:59:00,2015-10-28 13:11:00,2015-10-25T13:11:00.000Z,True,Fr,5.6182067603,392.0455905851,83.6105934526,WI_20151024_297,-16.0,,
350,2015-11-06 17:46:00,2015-11-08 16:47:00,2015-11-07T07:11:00.000Z,True,Fr,15.6872852265,529.881301391,66.2063404971,WI_20151106_310,-87.0,,
351,2015-12-19 15:35:00,2015-12-21 23:02:12,2015-12-20T13:40:00.000Z,True,Fr,15.6700903968,398.0574885443,15.2622266455,WI_20151219_353,-166.0,,
352,2016-01-19 03:31:00,2016-01-20 14:19:24,2016-01-19T11:23:00.000Z,False,Fr,14.11,362.0,7.94,WI_20160119_019,-101.0,SA,
353,2016-01-24 15:16:00,2016-01-26 03:09:48,2016-01-25T01:11:00.000Z,False,F-,6.0,416.0,48.79,WI_20160124_024,-19.0,,
354,2016-03-05 06:08:00,2016-03-06 14:44:36,2016-03-05T19:41:00.000Z,False,F-,11.72,366.0,-10.43,WI_20160305_065,-6.0,,
355,2016-03-20 09:07:00,2016-03-21 04:11:00,2016-03-20T14:38:00.000Z,False,Fr,6.84,405.0,9.85,WI_20160320_080,-42.0,,
356,2016-04-13 15:48:00,2016-04-15 10:08:00,2016-04-14T09:35:00.000Z,False,Fr,7.31,405.0,62.14,WI_20160413_104,-60.0,,
357,2016-04-16 20:54:00,2016-04-18 05:57:12,2016-04-17T07:08:00.000Z,False,Fr,8.12,400.0,15.25,WI_20160416_107,-58.0,,
358,2016-07-20 02:53:00,2016-07-22 15:31:36,2016-07-20T15:10:00.000Z,False,Fr,9.71,438.0,65.86,WI_20160720_202,-26.0,,
359,2016-07-24 13:51:00,2016-07-25 13:08:36,2016-07-25T03:23:00.000Z,False,E,6.33,440.0,-3.69,WI_20160724_206,-38.0,,
360,2016-08-02 07:52:00,2016-08-03 06:23:48,2016-08-02T07:43:00.000Z,False,F-,15.63,401.0,-44.65,WI_20160802_215,-17.0,,
361,2016-10-12 21:37:00,2016-10-14 16:19:48,2016-10-13T06:27:00.000Z,False,F+,19.34,384.0,37.1,WI_20161012_286,-109.0,,
362,2016-11-04 09:23:00,2016-11-05 18:27:12,2016-11-04T09:23:00.000Z,False,F-,4.59,360.0,10.14,WI_20161104_309,-27.0,,
363,2016-11-09 09:45:00,2016-11-10 10:09:36,2016-11-10T01:30:00.000Z,False,F-,11.13,362.0,-10.53,WI_20161109_314,-9.0,,
364,2017-04-04 04:46:00,2017-04-04 14:50:48,2017-04-04T04:46:00.000Z,False,Fr,13.47,416.0,-1.75,WI_20170404_094,-44.0,P,
365,2017-04-09 10:38:00,2017-04-10 09:09:48,2017-04-09T10:38:00.000Z,False,Fr,7.61,453.0,24.76,WI_20170409_099,-21.0,P,
366,2017-04-13 12:39:00,2017-04-15 11:07:00,2017-04-14T02:31:00.000Z,False,Fr,6.16,369.0,50.05,WI_20170413_103,-25.0,P,
367,2017-05-27 13:45:00,2017-05-29 11:05:36,2017-05-27T22:50:00.000Z,False,F+,3.08,318.0,26.01,WI_20170527_147,-125.0,P,
368,2017-07-16 05:30:00,2017-07-17 13:00:48,2017-07-17T00:53:00.000Z,False,F-,11.57,540.0,52.6,WI_20170716_197,-72.0,P,
369,2017-08-21 20:46:00,2017-08-23 14:02:24,2017-08-22T06:42:00.000Z,False,F-,4.55,506.0,73.77,WI_20170821_233,-48.0,P,
370,2017-09-06 22:21:00,2017-09-08 06:35:48,2017-09-07T09:13:00.000Z,False,E,3.79,502.0,43.57,WI_20170906_249,-122.0,P,
371,2017-09-07 16:17:00,2017-09-09 16:57:24,2017-09-08T00:19:00.000Z,False,E,8.65,683.0,127.29,WI_20170907_250,-122.0,P,
372,2017-12-25 14:57:00,2017-12-26 06:32:24,2017-12-25T14:57:00.000Z,False,F-,7.37,448.0,6.26,WI_20171225_359,-27.0,P,
373,2018-03-09 16:32:00,2018-03-11 02:05:00,2018-03-09T23:47:00.000Z,False,F+,13.71,401.0,33.96,WI_20180309_068,-39.0,P,
374,2018-05-13 02:35:00,2018-05-13 14:51:36,2018-05-13T07:18:00.000Z,False,F-,9.13,433.0,6.82,WI_20180513_133,-21.0,P,
375,2018-06-06 11:23:00,2018-06-07 08:29:36,2018-06-06T17:32:00.000Z,False,Fr,10.03,404.0,33.8,WI_20180606_157,-25.0,P,
376,2018-06-25 08:02:00,2018-06-26 03:33:48,2018-06-25T08:02:00.000Z,False,Fr,6.84,412.0,-3.15,WI_20180625_176,-48.0,P,
377,2018-07-10 12:45:00,2018-07-11 08:45:36,2018-07-10T12:45:00.000Z,False,Fr,9.39,338.0,19.93,WI_20180710_191,0.0,P,
378,2018-08-25 01:02:00,2018-08-26 12:19:00,2018-08-25T12:04:00.000Z,False,F+,15.65,406.0,14.27,WI_20180825_237,-175.0,P,
379,2018-09-23 08:20:00,2018-09-23 22:59:12,2018-09-23T11:58:00.000Z,False,F-,8.17,441.0,8.45,WI_20180923_266,-27.0,P,
380,2019-03-16 12:20:00,2019-03-17 19:12:00,2019-03-17T01:15:00.000Z,False,Fr,7.64,397.0,24.39,WI_20190316_075,-40.0,P,
381,2019-04-17 21:15:00,2019-04-18 19:37:12,2019-04-17T21:15:00.000Z,False,F-,4.48,309.0,25.35,WI_20190417_107,-9.0,P,
382,2019-05-07 21:00:00,2019-05-08 15:16:12,2019-05-07T21:00:00.000Z,False,E,2.79,333.0,12.01,WI_20190507_127,-2.0,P,
383,2019-05-10 11:42:00,2019-05-12 21:58:36,2019-05-10T17:04:00.000Z,False,E,8.34,348.0,16.39,WI_20190510_130,-51.0,P,
384,2019-05-13 22:54:00,2019-05-15 15:41:36,2019-05-14T09:08:00.000Z,False,E,8.13,475.0,70.13,WI_20190513_133,-65.0,P,
385,2019-05-16 22:54:00,2019-05-18 08:35:48,2019-05-17T01:25:00.000Z,False,F-,5.34,440.0,41.28,WI_20190516_136,-10.0,P,
386,2019-05-26 22:50:00,2019-05-28 00:11:48,2019-05-27T07:49:00.000Z,False,Fr,10.52,338.0,26.94,WI_20190526_146,-16.0,P,
387,2019-06-07 06:36:00,2019-06-08 07:19:00,2019-06-07T10:22:00.000Z,False,E,5.45,290.0,25.33,WI_20190607_158,0.0,P,
388,2019-10-13 04:55:00,2019-10-14 06:07:48,2019-10-13T09:48:00.000Z,False,Fr,2.95,335.0,16.38,WI_20191013_286,-5.0,P,
389,2019-10-29 05:30:00,2019-10-30 23:52:48,2019-10-29T05:30:00.000Z,False,F-,8.11,388.0,26.26,WI_20191029_302,-22.0,P,
390,2019-11-02 21:10:00,2019-11-03 06:46:36,2019-11-02T21:10:00.000Z,False,F-,4.4,336.0,9.05,WI_20191102_306,-3.0,P,
391,2019-11-11 06:24:00,2019-11-12 09:48:00,2019-11-11T09:42:00.000Z,False,F-,11.47,359.0,13.67,WI_20191111_315,-23.0,P,
392,2020-01-04 09:48:00,2020-01-05 06:07:36,2020-01-04T14:22:00.000Z,False,Fr,8.69,358.0,27.28,WI_20200104_004,-25.0,P,
393,2020-01-14 02:50:00,2020-01-15 05:08:24,2020-01-14T08:21:00.000Z,False,E,4.59,316.0,-11.14,WI_20200114_014,-8.0,P,
394,2020-03-04 12:02:00,2020-03-06 03:52:00,2020-03-04T13:55:00.000Z,False,F-,6.02,354.0,36.2,WI_20200304_064,-22.0,P,
395,2020-04-20 03:52:00,2020-04-21 05:03:48,2020-04-20T08:26:00.000Z,False,Fr,14.69,345.0,17.61,WI_20200420_111,-59.0,P,
396,2020-12-06 19:00:00,2020-12-07 08:31:48,2020-12-06T19:00:00.000Z,False,F-,6.05,365.0,11.64,WI_20201206_341,-2.0,P,
397,2020-12-10 05:34:00,2020-12-13 09:57:24,2020-12-11T04:34:00.000Z,False,E,4.72,426.0,64.8,WI_20201210_345,-13.0,P,
398,2021-02-24 02:39:00,2021-02-24 17:46:48,2021-02-24T04:33:00.000Z,False,F+,7.42,479.0,-0.04,WI_20210224_055,-24.0,Q,
399,2021-03-11 21:37:00,2021-03-12 23:17:48,2021-03-11T21:37:00.000Z,False,F-,6.86,351.0,9.88,WI_20210311_070,-17.0,Q,
400,2021-04-05 00:28:00,2021-04-06 09:32:00,2021-04-05T10:23:00.000Z,False,F-,7.99,327.0,0.58,WI_20210405_095,-2.0,Q,
401,2021-05-12 05:40:00,2021-05-14 16:11:00,2021-05-12T14:42:00.000Z,False,E,8.820589,433.06897,,WI_20210512_132,,,0.2791248265
402,2021-05-29 10:13:00,2021-05-29 18:56:00,2021-05-29T10:13:00.000Z,False,E,6.7230854,408.54807,,WI_20210529_149,,,0.4715732501
403,2021-07-23 23:31:00,2021-07-24 22:43:00,2021-07-24T04:32:00.000Z,False,E,5.060865,341.78125,,WI_20210723_204,,,0.4823800994
404,2021-08-27 00:13:00,2021-08-29 00:15:00,2021-08-27T12:24:00.000Z,False,F+,10.760648,371.33554,,WI_20210827_239,,,0.3653188656
405,2021-09-05 13:00:00,2021-09-06 04:16:00,2021-09-05T15:51:00.000Z,False,E,4.880777,314.1974,,WI_20210905_248,,,0.4808638975
406,2021-09-21 19:52:00,2021-09-23 11:33:00,2021-09-22T11:09:00.000Z,False,E,5.086377,371.37457,,WI_20210921_264,,,0.513733996
407,2021-10-06 05:46:00,2021-10-07 14:09:00,2021-10-06T12:36:00.000Z,False,F+,8.83922,319.6588,,WI_20211006_279,,,0.4443293493
408,2021-10-09 12:50:00,2021-10-10 03:17:00,2021-10-09T12:50:00.000Z,False,Fr,5.246413,300.6748,,WI_20211009_282,,,0.5625990272
409,2021-10-12 01:36:00,2021-10-13 23:23:00,2021-10-12T20:59:00.000Z,False,E,4.2264977,424.83337,,WI_20211012_285,,,0.4936333526
410,2021-10-16 00:00:00,2021-10-17 06:20:00,2021-10-16T07:36:00.000Z,False,F+,8.8083,387.67844,,WI_20211016_289,,,0.5127874199
411,2021-10-24 23:05:00,2021-10-25 14:08:00,2021-10-24T23:05:00.000Z,False,E,5.3359094,329.51187,,WI_20211024_297,,,0.5330840585
412,2021-10-30 00:07:00,2021-10-30 15:47:00,2021-10-30T00:07:00.000Z,False,E,5.7018604,319.65848,,WI_20211030_303_A,,,0.5243504719
413,2021-10-30 21:02:00,2021-10-31 09:32:00,2021-10-30T21:02:00.000Z,False,E,5.5339155,374.16406,,WI_20211020_303_B,,,0.4178176381
414,2021-11-03 19:34:00,2021-11-05 04:49:00,2021-11-04T10:35:00.000Z,False,Fr,14.450715,634.8122,,WI_20211103_307,,,0.4785973717
415,2021-12-19 12:07:00,2021-12-20 16:55:00,2021-12-20T00:59:00.000Z,False,E,6.613563,557.794,,WI_20211219_353,,,0.490873628
416,2022-01-15 14:17:00,2022-01-16 18:29:00,2022-01-15T23:11:00.000Z,False,E,5.246806,562.3149,,WI_20220105_015,,,0.4972708815
417,2022-01-19 08:01:00,2022-01-19 22:42:00,2022-01-19T12:09:00.000Z,False,E,3.7578459,599.2647,,WI_20220119_019,,,0.5631411079
418,2022-01-20 06:18:00,2022-01-20 16:14:00,2022-01-20T06:41:00.000Z,False,F-,4.4611726,447.0613,,WI_20220120_020,,,0.4960297927
419,2022-01-21 12:58:00,2022-01-22 07:09:00,2022-01-21T12:58:00.000Z,False,E,5.0802274,438.40234,,WI_20220121_021,,,0.4361582361
420,2022-03-20 02:04:00,2022-03-20 19:53:00,2022-03-20T02:04:00.000Z,False,Fr,9.070524,307.27652,,WI_20220320_079,,,0.4997999811
421,2022-03-31 02:00:00,2022-04-01 12:00:00,2022-03-31T12:30:00.000Z,False,F+,19.972792,485.8949,,WI_20220331_090,,,0.4811270697
422,2022-04-03 14:17:00,2022-04-03 23:34:00,2022-04-03T14:17:00.000Z,False,F-,7.055612,486.51526,,WI_20220403_093,,,0.485530474
423,2022-04-07 12:23:00,2022-04-08 18:31:00,2022-04-07T12:23:00.000Z,False,F+,7.406791,382.78925,,WI_20220407_097,,,0.5599365973
424,2022-04-09 13:31:00,2022-04-10 02:05:00,2022-04-09T13:31:00.000Z,False,Fr,13.627602,398.1813,,WI_20220409_099,,,0.5422493606
425,2022-05-03 16:30:00,2022-05-03 22:26:00,2022-05-03T16:30:00.000Z,False,F-,4.213329,397.63638,,WI_20220503_123,,,0.4825394811
426,2022-05-08 12:46:00,2022-05-09 05:01:00,2022-05-08T12:46:00.000Z,False,F-,6.4014134,320.6954,,WI_20220508_128,,,0.480274423
427,2022-05-09 05:09:00,2022-05-10 12:05:00,2022-05-09T13:36:00.000Z,False,E,5.158794,308.5827,,WI_20220509_129,,,0.5009266995
428,2022-05-20 16:37:00,2022-05-21 07:48:00,2022-05-20T16:37:00.000Z,False,E,5.893797,555.38116,,WI_20220520_140,,,0.438488813
429,2022-06-01 17:11:00,2022-06-02 07:08:00,2022-06-01T17:16:00.000Z,False,F-,3.637978,376.0859,,WI_20220601_152,,,0.5017604526
430,2022-06-19 14:44:00,2022-06-20 04:44:00,2022-06-19T14:44:00.000Z,False,F-,5.9699106,567.32855,,WI_20220619_170,,,0.5565317983
431,2022-06-27 03:52:00,2022-06-27 20:04:00,2022-06-27T09:57:00.000Z,False,F-,5.992099,544.77344,,WI_20220627_178,,,0.4803264316
432,2022-06-29 05:16:00,2022-06-29 12:13:00,2022-06-29T05:16:00.000Z,False,F-,5.5577626,495.67538,,WI_20220629_180,,,0.4976319638
433,2022-07-01 22:45:00,2022-07-02 21:01:00,2022-07-01T22:45:00.000Z,False,F+,12.0695305,331.8082,,WI_20220701_182,,,0.4766570549
434,2022-07-04 02:00:00,2022-07-06 05:04:00,2022-07-04T12:35:00.000Z,False,E,4.31042,382.35855,,WI_20220704_185,,,0.2751143355
435,2022-07-07 06:21:00,2022-07-08 04:36:00,2022-07-07T11:14:00.000Z,False,Fr,19.456537,388.31592,,WI_20220707_188,,,0.497897687
436,2022-07-10 10:39:00,2022-07-11 08:01:00,2022-07-10T13:37:00.000Z,False,E,4.7868752,347.58728,,WI_20220710_191,,,0.4335163367
437,2022-08-19 16:44:00,2022-08-20 18:48:00,2022-08-20T06:22:00.000Z,False,F-,5.3714614,513.26825,,WI_20220819_231,,,0.4720334953
438,2022-09-03 05:26:00,2022-09-03 22:30:00,2022-09-03T09:05:00.000Z,False,E,7.3965225,524.0983,,WI_20220903_246,,,0.5142379701
439,2022-10-01 15:12:00,2022-10-02 08:45:00,2022-10-01T15:19:00.000Z,False,Cx,8.034091,432.5004,,WI_20221001_274,,,0.4616478224
440,2022-11-11 13:54:00,2022-11-13 11:01:00,2022-11-12T12:16:00.000Z,False,Fr,6.646286,460.22934,,WI_20221111_315,,,0.4819935357
441,2022-12-20 06:46:00,2022-12-21 13:20:00,2022-12-20T15:18:00.000Z,False,F-,12.306075,361.51556,,WI_20221220_354,,,0.5245731098
442,2022-12-25 01:41:00,2022-12-26 14:54:00,2022-12-25T01:41:00.000Z,False,E,7.274901,558.65216,,WI_20221225_359,,,0.598059763
443,2023-01-17 21:02:00,2023-01-18 04:40:00,2023-01-17T21:02:00.000Z,False,F-,13.1719055,439.7972,,WI_20230117_017,,,0.5018749548
444,2023-02-14 21:57:00,2023-02-15 22:41:00,2023-02-15T10:08:00.000Z,False,E,10.872227,324.41806,,WI_20230214_045,,,0.4918749548
445,2023-02-27 12:20:00,2023-02-28 17:52:00,2023-02-27T20:19:00.000Z,False,F-,9.541843,663.99475,,WI_20230227_058,,,0.5074653811
446,2023-03-12 09:19:00,2023-03-13 11:14:00,2023-03-12T09:19:00.000Z,False,F-,5.1174245,363.99036,,WI_20230312_071,,,0.4854378818
447,2023-04-15 09:29:00,2023-04-17 01:25:00,2023-04-15T23:22:00.000Z,False,E,6.237591,331.8806,,WI_20230415_105,,,0.5639221254
448,2023-04-23 16:54:00,2023-04-24 19:54:00,2023-04-24T00:46:00.000Z,False,Fr,27.945696,539.737,,WI_20230423_113,,,0.4348815629
449,2023-05-07 21:07:00,2023-05-08 13:26:00,2023-05-08T03:15:00.000Z,False,E,6.2560396,490.97675,,WI_20230507_127,,,0.482694193
450,2023-05-09 22:13:00,2023-05-11 21:27:00,2023-05-10T12:01:00.000Z,False,E,6.21372,571.4192,,WI_20230509_129,,,0.4402984601
451,2023-05-12 05:53:00,2023-05-13 14:38:00,2023-05-13T00:00:00.000Z,False,F-,4.8777704,458.62338,,WI_20230512_132,,,0.4721078237
452,2023-06-19 15:20:00,2023-06-20 14:13:00,2023-06-20T00:53:00.000Z,False,E,7.3403654,402.73398,,WI_20230619_170,,,0.4983964624
453,2023-06-30 14:01:00,2023-07-01 14:23:00,2023-06-30T14:01:00.000Z,False,Cx,6.5095887,484.50845,,WI_20230630_181,,,0.48750671
454,2023-07-11 19:53:00,2023-07-12 11:49:00,2023-07-11T19:53:00.000Z,False,F-,7.379058,326.0859,,WI_20230711_192,,,0.4571578754
455,2023-08-01 11:13:00,2023-08-02 14:04:00,2023-08-02T00:08:00.000Z,False,Fr,10.361686,392.13754,,WI_20230801_213,,,0.4866228014
456,2023-08-03 08:08:00,2023-08-04 07:01:00,2023-08-03T08:08:00.000Z,False,F-,8.718069,340.99506,,WI_20230803_215,,,0.5450458865
457,2023-08-05 02:15:00,2023-08-06 12:06:00,2023-08-05T16:13:00.000Z,False,F-,6.7954206,343.67078,,WI_20230805_217,,,0.5287141086
458,2023-08-07 00:16:00,2023-08-07 11:01:00,2023-08-07T00:16:00.000Z,False,F+,8.315973,369.47253,,WI_20230807_219,,,0.4454991421
459,2023-10-18 02:30:00,2023-10-20 04:46:00,2023-10-18T12:45:00.000Z,False,E,5.8987675,364.8782,,WI_20231018_291,,,0.4206617365
460,2023-11-14 12:56:00,2023-11-15 01:02:00,2023-11-14T12:56:00.000Z,False,Fr,10.3948,361.4306,,WI_20231114_318,,,0.425924647
461,2023-12-01 08:56:00,2023-12-03 00:13:00,2023-12-02T00:30:00.000Z,False,Fr,12.911776,453.42465,,WI_20231201_335,,,0.4402450938
462,2023-12-13 21:24:00,2023-12-15 10:02:00,2023-12-13T22:31:00.000Z,False,E,7.5605617,314.4158,,WI_20231213_347,,,0.3032037013
463,2023-12-15 10:30:00,2023-12-16 10:59:00,2023-12-16T03:09:00.000Z,False,F-,7.5280957,494.69516,,WI_20231215_349,,,0.5248719603
464,2023-12-30 18:22:00,2023-12-31 18:11:00,2023-12-30T18:22:00.000Z,False,E,6.6625986,310.27515,,WI_20231230_364,,,0.4939875271
465,2024-02-01 05:06:00,2024-02-02 11:23:00,2024-02-01T11:40:00.000Z,False,E,3.571856,363.4687,,WI_20240201_032,,,0.4537514739
466,2024-02-11 01:25:00,2024-02-13 00:16:00,2024-02-11T18:17:00.000Z,False,E,5.0473104,499.96335,,WI_20240211_042,,,0.3877473104
467,2024-03-21 02:08:00,2024-03-23 00:30:00,2024-03-21T16:00:00.000Z,False,Fr,8.796583,355.13263,,WI_20240321_081,,,0.4846509208
468,2024-03-24 14:06:00,2024-03-26 09:27:00,2024-03-24T18:35:00.000Z,False,Fr,12.780445,704.92053,,WI_20240324_084,,,0.2290429377
469,2024-04-17 09:35:00,2024-04-17 20:44:00,2024-04-17T09:35:00.000Z,False,F+,7.997798,350.76877,,WI_20240417_108,,,0.48528582
470,2024-05-10 16:39:00,2024-05-12 14:31:00,2024-05-10T21:54:00.000Z,False,Cx,20.441797,823.8138,,WI_20240510_131,,,0.224214573
471,2024-05-16 04:13:00,2024-05-17 12:28:00,2024-05-16T14:32:00.000Z,False,E,8.289686,406.27853,,WI_20240516_137,,,0.5270232192
472,2024-05-30 11:41:00,2024-05-30 22:41:00,2024-05-30T11:41:00.000Z,False,F-,7.3977385,353.44693,,WI_20240530_151,,,0.4932093385
473,2024-07-15 20:01:00,2024-07-16 15:39:00,2024-07-16T03:22:00.000Z,False,F-,15.027939,358.54428,,WI_20240715_197,,,0.4592689103
474,2024-07-23 19:46:00,2024-07-24 10:48:00,2024-07-23T23:39:00.000Z,False,F-,14.643038,318.46707,,WI_20240723_205,,,0.4379864798
475,2024-07-29 23:03:00,2024-07-31 12:59:00,2024-07-30T10:14:00.000Z,False,Fr,7.6905084,447.48056,,WI_20240729_211,,,0.4634866325
